run_id,policy,trace_seed,repeat_index,request_id,first_selection_order_all,finish_order_all,first_selection_order_long,finish_order_long,queue_wait_ms,ttft_ms,e2e_latency_ms
formal-mixed-v1-seed202-rep3-baseline,baseline,202,3,formal-202-000036,36,36,10,10,52.214274,93.157392,10599.850803
formal-mixed-v1-seed202-rep3-baseline,baseline,202,3,formal-202-000037,37,37,11,11,0.023519,37.351674,10658.619128
formal-mixed-v1-seed202-rep3-baseline,baseline,202,3,formal-202-000038,38,38,12,12,26.684567,64.444314,10987.967524
formal-mixed-v1-seed202-rep3-baseline,baseline,202,3,formal-202-000039,39,39,13,13,53.788284,93.689084,11334.853503
formal-mixed-v1-seed202-rep3-baseline,baseline,202,3,formal-202-000041,41,41,14,14,25.617377,67.754748,11708.154918
formal-mixed-v1-seed202-rep3-baseline,baseline,202,3,formal-202-000044,44,44,15,15,25.577463,62.993329,12412.43785
formal-mixed-v1-seed202-rep3-baseline,baseline,202,3,formal-202-000048,48,48,16,16,58.652503,104.433133,13462.996816
formal-mixed-v1-seed202-rep3-baseline,baseline,202,3,formal-202-000053,53,53,17,17,25.934784,65.625973,14548.482644
formal-mixed-v1-seed202-rep3-baseline,baseline,202,3,formal-202-000054,54,54,18,18,51.812396,94.02646,14866.364166
formal-mixed-v1-seed202-rep3-baseline,baseline,202,3,formal-202-000058,58,58,19,19,185.434047,225.925885,15630.681766
formal-mixed-v1-seed202-rep3-baseline,baseline,202,3,formal-202-000060,60,60,20,20,872.64449,913.062855,16265.73865
formal-mixed-v1-seed303-rep3-baseline,baseline,303,3,formal-303-000005,5,5,1,1,32.214326,67.231446,2176.544687
formal-mixed-v1-seed303-rep3-baseline,baseline,303,3,formal-303-000010,10,10,2,2,0.023578,39.628769,4048.426755
formal-mixed-v1-seed303-rep3-baseline,baseline,303,3,formal-303-000012,12,12,3,3,54.86611,93.446757,4758.929665
formal-mixed-v1-seed303-rep3-baseline,baseline,303,3,formal-303-000013,13,13,4,4,0.022801,27.816423,4866.400693
formal-mixed-v1-seed303-rep3-baseline,baseline,303,3,formal-303-000015,15,15,5,5,86.556565,113.825939,5487.862545
formal-mixed-v1-seed303-rep3-baseline,baseline,303,3,formal-303-000017,17,17,6,6,25.66847,54.544649,5879.699199
formal-mixed-v1-seed303-rep3-baseline,baseline,303,3,formal-303-000018,18,18,7,7,51.870829,80.956008,6191.2894
formal-mixed-v1-seed303-rep3-baseline,baseline,303,3,formal-303-000019,19,19,8,8,0.022377,32.979796,6270.208523
formal-mixed-v1-seed303-rep3-baseline,baseline,303,3,formal-303-000023,23,23,9,9,24.350424,66.120359,7307.553132
formal-mixed-v1-seed303-rep3-baseline,baseline,303,3,formal-303-000025,25,25,10,10,0.019828,40.554215,7706.514515
formal-mixed-v1-seed303-rep3-baseline,baseline,303,3,formal-303-000027,27,27,11,11,49.87874,92.114224,8342.138575
formal-mixed-v1-seed303-rep3-baseline,baseline,303,3,formal-303-000029,29,29,12,12,25.234663,59.031921,8722.044471
formal-mixed-v1-seed303-rep3-baseline,baseline,303,3,formal-303-000033,33,33,13,13,52.626247,91.721608,9740.317027
formal-mixed-v1-seed303-rep3-baseline,baseline,303,3,formal-303-000038,38,38,14,14,40.559988,71.571928,10806.427338
formal-mixed-v1-seed303-rep3-baseline,baseline,303,3,formal-303-000041,41,41,15,15,28.730338,61.431597,11502.137567
formal-mixed-v1-seed303-rep3-baseline,baseline,303,3,formal-303-000043,43,43,16,16,0.023115,39.082495,11873.444124
formal-mixed-v1-seed303-rep3-baseline,baseline,303,3,formal-303-000044,44,44,17,17,26.415015,67.730109,12164.672721
formal-mixed-v1-seed303-rep3-baseline,baseline,303,3,formal-303-000045,45,45,18,18,55.081454,98.076518,12487.522023
formal-mixed-v1-seed303-rep3-baseline,baseline,303,3,formal-303-000052,52,52,19,19,0.021364,45.881366,13935.128927
formal-mixed-v1-seed303-rep3-baseline,baseline,303,3,formal-303-000058,58,58,20,20,45.07828,83.292009,15350.152694
formal-mixed-v1-seed101-rep4-baseline,baseline,101,4,formal-101-000001,1,1,1,1,0.036681,31.794301,498.819616
formal-mixed-v1-seed101-rep4-baseline,baseline,101,4,formal-101-000002,2,2,2,2,31.74842,63.075436,977.101921
formal-mixed-v1-seed101-rep4-baseline,baseline,101,4,formal-101-000003,3,3,3,3,63.02986,107.234295,1482.694563
formal-mixed-v1-seed101-rep4-baseline,baseline,101,4,formal-101-000006,6,6,4,4,51.194259,97.635381,2683.128071
formal-mixed-v1-seed101-rep4-baseline,baseline,101,4,formal-101-000008,8,8,5,5,26.110597,71.223625,3430.412196
formal-mixed-v1-seed101-rep4-baseline,baseline,101,4,formal-101-000011,11,11,6,6,26.914856,69.506302,4466.598799
formal-mixed-v1-seed101-rep4-baseline,baseline,101,4,formal-101-000014,14,14,7,7,27.6499,55.383315,5219.034179
formal-mixed-v1-seed101-rep4-baseline,baseline,101,4,formal-101-000016,16,16,8,8,0.021208,64.42301,5589.837071
formal-mixed-v1-seed101-rep4-baseline,baseline,101,4,formal-101-000019,19,19,9,9,0.022097,44.666289,6321.981507
formal-mixed-v1-seed101-rep4-baseline,baseline,101,4,formal-101-000020,20,20,10,10,26.194758,70.926075,6646.752327
formal-mixed-v1-seed101-rep4-baseline,baseline,101,4,formal-101-000023,23,23,11,11,24.511582,52.656069,7366.850275
formal-mixed-v1-seed101-rep4-baseline,baseline,101,4,formal-101-000027,27,27,12,12,51.167082,90.223443,8386.852788
formal-mixed-v1-seed101-rep4-baseline,baseline,101,4,formal-101-000030,30,30,13,13,53.645419,87.086306,9095.974696
formal-mixed-v1-seed101-rep4-baseline,baseline,101,4,formal-101-000036,36,36,14,14,56.457626,97.086124,10616.109704
formal-mixed-v1-seed101-rep4-baseline,baseline,101,4,formal-101-000037,37,37,15,15,0.031383,47.655116,10697.660997
formal-mixed-v1-seed101-rep4-baseline,baseline,101,4,formal-101-000040,40,40,16,16,0.020268,40.387546,11401.763691
formal-mixed-v1-seed101-rep4-baseline,baseline,101,4,formal-101-000045,45,45,17,17,50.32146,89.013159,12784.829878
formal-mixed-v1-seed101-rep4-baseline,baseline,101,4,formal-101-000046,46,46,18,18,0.021595,35.457104,12852.692985
formal-mixed-v1-seed101-rep4-baseline,baseline,101,4,formal-101-000053,53,53,19,19,32.202302,68.787664,14605.277936
formal-mixed-v1-seed101-rep4-baseline,baseline,101,4,formal-101-000059,59,59,20,20,460.564679,496.69749,16034.924113
formal-mixed-v1-seed202-rep4-baseline,baseline,202,4,formal-202-000005,5,5,1,1,26.756962,63.922365,2217.424538
formal-mixed-v1-seed202-rep4-baseline,baseline,202,4,formal-202-000011,11,11,2,2,26.576164,70.389079,4476.496221
formal-mixed-v1-seed202-rep4-baseline,baseline,202,4,formal-202-000012,12,12,3,3,55.912396,99.058086,4911.509947
formal-mixed-v1-seed202-rep4-baseline,baseline,202,4,formal-202-000016,16,16,4,4,0.02061,40.805874,5729.877945
formal-mixed-v1-seed202-rep4-baseline,baseline,202,4,formal-202-000021,21,21,5,5,53.087736,89.964484,7006.45671
formal-mixed-v1-seed202-rep4-baseline,baseline,202,4,formal-202-000028,28,28,6,6,0.022736,52.254291,8353.441414
formal-mixed-v1-seed202-rep4-baseline,baseline,202,4,formal-202-000029,29,29,7,7,28.723062,80.532595,8636.888163
formal-mixed-v1-seed202-rep4-baseline,baseline,202,4,formal-202-000033,33,33,8,8,60.785696,115.443948,9513.531087
formal-mixed-v1-seed202-rep4-baseline,baseline,202,4,formal-202-000035,35,35,9,9,29.427751,69.722693,9802.89646
formal-mixed-v1-seed202-rep4-baseline,baseline,202,4,formal-202-000036,36,36,10,10,56.246295,96.576812,10080.17812
formal-mixed-v1-seed202-rep4-baseline,baseline,202,4,formal-202-000037,37,37,11,11,0.022308,44.706487,10115.431355
formal-mixed-v1-seed202-rep4-baseline,baseline,202,4,formal-202-000038,38,38,12,12,29.817006,71.142237,10389.824978
formal-mixed-v1-seed202-rep4-baseline,baseline,202,4,formal-202-000039,39,39,13,13,56.258092,97.282945,10663.469342
formal-mixed-v1-seed202-rep4-baseline,baseline,202,4,formal-202-000041,41,41,14,14,27.153959,69.407322,10949.636539
formal-mixed-v1-seed202-rep4-baseline,baseline,202,4,formal-202-000044,44,44,15,15,25.489797,56.283101,11530.582421
formal-mixed-v1-seed202-rep4-baseline,baseline,202,4,formal-202-000048,48,48,16,16,56.66753,89.95725,12383.666816
formal-mixed-v1-seed202-rep4-baseline,baseline,202,4,formal-202-000053,53,53,17,17,27.735265,61.801848,13265.232429
formal-mixed-v1-seed202-rep4-baseline,baseline,202,4,formal-202-000054,54,54,18,18,55.065079,93.263584,13535.941072
formal-mixed-v1-seed202-rep4-baseline,baseline,202,4,formal-202-000058,58,58,19,19,111.046268,150.308919,14126.742437
formal-mixed-v1-seed202-rep4-baseline,baseline,202,4,formal-202-000060,60,60,20,20,907.706963,945.53216,14677.436115
formal-mixed-v1-seed303-rep4-baseline,baseline,303,4,formal-303-000005,5,5,1,1,22.146499,47.0934,1674.957675
formal-mixed-v1-seed303-rep4-baseline,baseline,303,4,formal-303-000010,10,10,2,2,0.022259,30.698844,3114.256204
formal-mixed-v1-seed303-rep4-baseline,baseline,303,4,formal-303-000012,12,12,3,3,45.644171,76.190477,3872.547571
formal-mixed-v1-seed303-rep4-baseline,baseline,303,4,formal-303-000013,13,13,4,4,0.023174,24.383632,3956.234624
formal-mixed-v1-seed303-rep4-baseline,baseline,303,4,formal-303-000015,15,15,5,5,48.229293,71.977561,4503.075244
formal-mixed-v1-seed303-rep4-baseline,baseline,303,4,formal-303-000017,17,17,6,6,22.51389,62.095606,4821.456303
formal-mixed-v1-seed303-rep4-baseline,baseline,303,4,formal-303-000018,18,18,7,7,46.72903,85.015589,5092.371763
formal-mixed-v1-seed303-rep4-baseline,baseline,303,4,formal-303-000019,19,19,8,8,0.020591,38.225655,5117.659662
formal-mixed-v1-seed303-rep4-baseline,baseline,303,4,formal-303-000023,23,23,9,9,22.31879,57.167067,5958.390204
formal-mixed-v1-seed303-rep4-baseline,baseline,303,4,formal-303-000025,25,25,10,10,0.021063,36.010444,6257.474779
formal-mixed-v1-seed303-rep4-baseline,baseline,303,4,formal-303-000027,27,27,11,11,45.77902,81.002828,6805.861711
formal-mixed-v1-seed303-rep4-baseline,baseline,303,4,formal-303-000029,29,29,12,12,23.107856,48.458429,7111.886577
formal-mixed-v1-seed303-rep4-baseline,baseline,303,4,formal-303-000033,33,33,13,13,46.902584,78.982297,7967.943909
formal-mixed-v1-seed303-rep4-baseline,baseline,303,4,formal-303-000038,38,38,14,14,22.180388,52.883956,8848.582925
formal-mixed-v1-seed303-rep4-baseline,baseline,303,4,formal-303-000041,41,41,15,15,24.529316,60.573442,9426.142035
formal-mixed-v1-seed303-rep4-baseline,baseline,303,4,formal-303-000043,43,43,16,16,0.020428,28.536062,9721.965561
formal-mixed-v1-seed303-rep4-baseline,baseline,303,4,formal-303-000044,44,44,17,17,23.512611,51.587864,9998.500249
formal-mixed-v1-seed303-rep4-baseline,baseline,303,4,formal-303-000045,45,45,18,18,46.564178,75.126274,10287.906018
formal-mixed-v1-seed303-rep4-baseline,baseline,303,4,formal-303-000052,52,52,19,19,0.020233,28.434959,11463.204927
formal-mixed-v1-seed303-rep4-baseline,baseline,303,4,formal-303-000058,58,58,20,20,0.020038,39.423509,14955.034247
formal-mixed-v1-seed101-rep0-short_prompt,short_prompt,101,0,formal-101-000001,1,1,1,1,0.043372,32.02524,498.231911
formal-mixed-v1-seed101-rep0-short_prompt,short_prompt,101,0,formal-101-000002,2,2,2,2,31.956475,62.065543,972.761373
formal-mixed-v1-seed101-rep0-short_prompt,short_prompt,101,0,formal-101-000003,3,3,3,3,61.99587,91.929843,1450.628516
formal-mixed-v1-seed101-rep0-short_prompt,short_prompt,101,0,formal-101-000006,6,6,4,4,55.459439,92.589354,2760.736961
formal-mixed-v1-seed101-rep0-short_prompt,short_prompt,101,0,formal-101-000008,9,9,5,5,60.48723,106.470284,3976.600722
formal-mixed-v1-seed101-rep0-short_prompt,short_prompt,101,0,formal-101-000011,12,12,6,6,51.578346,88.903111,4826.403308
formal-mixed-v1-seed101-rep0-short_prompt,short_prompt,101,0,formal-101-000014,15,15,7,7,50.615909,87.816105,5603.666374
formal-mixed-v1-seed101-rep0-short_prompt,short_prompt,101,0,formal-101-000016,18,18,8,8,50.637761,88.50918,6365.694426
formal-mixed-v1-seed101-rep0-short_prompt,short_prompt,101,0,formal-101-000019,20,20,9,9,26.406775,75.234879,6783.557852
formal-mixed-v1-seed101-rep0-short_prompt,short_prompt,101,0,formal-101-000020,21,21,10,10,56.281193,101.897046,7109.481644
formal-mixed-v1-seed101-rep0-short_prompt,short_prompt,101,0,formal-101-000023,24,24,11,11,49.90114,84.11722,7824.193942
formal-mixed-v1-seed101-rep0-short_prompt,short_prompt,101,0,formal-101-000027,27,27,12,12,59.97224,117.823287,8574.877889
formal-mixed-v1-seed101-rep0-short_prompt,short_prompt,101,0,formal-101-000030,30,30,13,13,64.10659,108.369604,9294.662424
formal-mixed-v1-seed101-rep0-short_prompt,short_prompt,101,0,formal-101-000036,36,36,14,14,54.823097,110.722117,10710.380719
formal-mixed-v1-seed101-rep0-short_prompt,short_prompt,101,0,formal-101-000037,39,39,15,15,52.536198,94.380074,11431.976492
formal-mixed-v1-seed101-rep0-short_prompt,short_prompt,101,0,formal-101-000040,42,42,16,16,55.724621,87.159323,12146.819537
formal-mixed-v1-seed101-rep0-short_prompt,short_prompt,101,0,formal-101-000045,45,45,17,17,52.940872,94.611903,12866.732863
formal-mixed-v1-seed101-rep0-short_prompt,short_prompt,101,0,formal-101-000046,48,48,18,18,51.14973,82.541366,13587.187987
formal-mixed-v1-seed101-rep0-short_prompt,short_prompt,101,0,formal-101-000053,54,54,19,19,52.240972,86.299701,15008.829768
formal-mixed-v1-seed101-rep0-short_prompt,short_prompt,101,0,formal-101-000059,60,60,20,20,809.083663,861.516509,16438.53888
formal-mixed-v1-seed202-rep0-short_prompt,short_prompt,202,0,formal-202-000005,6,6,1,1,50.249302,79.907562,2613.044415
formal-mixed-v1-seed202-rep0-short_prompt,short_prompt,202,0,formal-202-000011,11,11,2,2,25.535252,59.215261,4304.308918
formal-mixed-v1-seed202-rep0-short_prompt,short_prompt,202,0,formal-202-000012,12,12,3,3,53.069229,85.05342,4649.459095
formal-mixed-v1-seed202-rep0-short_prompt,short_prompt,202,0,formal-202-000016,18,18,4,4,53.974436,94.354576,6083.05066
formal-mixed-v1-seed202-rep0-short_prompt,short_prompt,202,0,formal-202-000021,21,21,5,5,51.828959,87.00977,6787.424662
formal-mixed-v1-seed202-rep0-short_prompt,short_prompt,202,0,formal-202-000028,29,29,6,6,26.496228,68.6977,8604.017681
formal-mixed-v1-seed202-rep0-short_prompt,short_prompt,202,0,formal-202-000029,30,30,7,7,54.745138,95.975772,8907.802906
formal-mixed-v1-seed202-rep0-short_prompt,short_prompt,202,0,formal-202-000033,33,33,8,8,51.209847,88.860793,9607.193419
formal-mixed-v1-seed202-rep0-short_prompt,short_prompt,202,0,formal-202-000035,35,35,9,9,27.962615,61.061581,9990.099165
formal-mixed-v1-seed202-rep0-short_prompt,short_prompt,202,0,formal-202-000036,36,36,10,10,51.332588,85.672,10303.179256
formal-mixed-v1-seed202-rep0-short_prompt,short_prompt,202,0,formal-202-000037,37,37,11,11,0.028282,36.351901,10364.473068
formal-mixed-v1-seed202-rep0-short_prompt,short_prompt,202,0,formal-202-000038,38,38,12,12,29.186828,63.23504,10678.51361
formal-mixed-v1-seed202-rep0-short_prompt,short_prompt,202,0,formal-202-000039,39,39,13,13,56.076671,89.18453,11002.775234
formal-mixed-v1-seed202-rep0-short_prompt,short_prompt,202,0,formal-202-000041,42,42,14,14,59.838368,101.470806,11707.931304
formal-mixed-v1-seed202-rep0-short_prompt,short_prompt,202,0,formal-202-000044,45,45,15,15,54.50745,83.88492,12404.125536
formal-mixed-v1-seed202-rep0-short_prompt,short_prompt,202,0,formal-202-000048,48,48,16,16,49.116215,96.257399,13094.863959
formal-mixed-v1-seed202-rep0-short_prompt,short_prompt,202,0,formal-202-000053,53,53,17,17,27.685269,75.235998,14170.341821
formal-mixed-v1-seed202-rep0-short_prompt,short_prompt,202,0,formal-202-000054,54,54,18,18,69.938248,102.108536,14490.624343
formal-mixed-v1-seed202-rep0-short_prompt,short_prompt,202,0,formal-202-000058,59,59,19,19,288.229725,335.724577,15552.862412
formal-mixed-v1-seed202-rep0-short_prompt,short_prompt,202,0,formal-202-000060,60,60,20,20,633.524305,681.029284,15853.113962
formal-mixed-v1-seed303-rep0-short_prompt,short_prompt,303,0,formal-303-000005,6,6,1,1,54.264631,94.021979,2642.722945
formal-mixed-v1-seed303-rep0-short_prompt,short_prompt,303,0,formal-303-000010,11,11,2,2,25.412296,60.917032,4320.621161
formal-mixed-v1-seed303-rep0-short_prompt,short_prompt,303,0,formal-303-000012,12,12,3,3,54.001742,88.02907,4681.425764
formal-mixed-v1-seed303-rep0-short_prompt,short_prompt,303,0,formal-303-000013,14,14,4,4,26.547236,66.842745,5081.209876
formal-mixed-v1-seed303-rep0-short_prompt,short_prompt,303,0,formal-303-000015,15,15,5,5,53.434802,94.502362,5407.283708
formal-mixed-v1-seed303-rep0-short_prompt,short_prompt,303,0,formal-303-000017,17,17,6,6,28.712987,74.730423,5788.450167
formal-mixed-v1-seed303-rep0-short_prompt,short_prompt,303,0,formal-303-000018,18,18,7,7,55.293708,103.303706,6111.79184
formal-mixed-v1-seed303-rep0-short_prompt,short_prompt,303,0,formal-303-000019,21,21,8,8,50.673946,93.503676,6820.50471
formal-mixed-v1-seed303-rep0-short_prompt,short_prompt,303,0,formal-303-000023,24,24,9,9,48.820708,96.018717,7545.919277
formal-mixed-v1-seed303-rep0-short_prompt,short_prompt,303,0,formal-303-000025,26,26,10,10,28.041528,56.231624,7945.824148
formal-mixed-v1-seed303-rep0-short_prompt,short_prompt,303,0,formal-303-000027,27,27,11,11,55.668528,83.036022,8267.930726
formal-mixed-v1-seed303-rep0-short_prompt,short_prompt,303,0,formal-303-000029,30,30,12,12,52.266344,95.162502,8978.319867
formal-mixed-v1-seed303-rep0-short_prompt,short_prompt,303,0,formal-303-000033,33,33,13,13,52.159027,91.707249,9689.042579
formal-mixed-v1-seed303-rep0-short_prompt,short_prompt,303,0,formal-303-000038,39,39,14,14,52.94141,94.336466,11120.492179
formal-mixed-v1-seed303-rep0-short_prompt,short_prompt,303,0,formal-303-000041,42,42,15,15,52.699734,87.394149,11843.879444
formal-mixed-v1-seed303-rep0-short_prompt,short_prompt,303,0,formal-303-000043,43,43,16,16,0.028715,42.740285,11905.975981
formal-mixed-v1-seed303-rep0-short_prompt,short_prompt,303,0,formal-303-000044,44,44,17,17,25.985611,68.421109,12230.423245
formal-mixed-v1-seed303-rep0-short_prompt,short_prompt,303,0,formal-303-000045,45,45,18,18,51.671788,95.20632,12562.64336
formal-mixed-v1-seed303-rep0-short_prompt,short_prompt,303,0,formal-303-000052,54,54,19,19,51.238994,94.621503,14692.339467
formal-mixed-v1-seed303-rep0-short_prompt,short_prompt,303,0,formal-303-000058,60,60,20,20,680.436548,716.817109,16162.195418
formal-mixed-v1-seed101-rep1-short_prompt,short_prompt,101,1,formal-101-000001,1,1,1,1,0.040558,29.534171,522.345942
formal-mixed-v1-seed101-rep1-short_prompt,short_prompt,101,1,formal-101-000002,2,2,2,2,29.472305,56.506772,999.884042
formal-mixed-v1-seed101-rep1-short_prompt,short_prompt,101,1,formal-101-000003,3,3,3,3,56.451671,85.722721,1484.968038
formal-mixed-v1-seed101-rep1-short_prompt,short_prompt,101,1,formal-101-000006,6,6,4,4,54.354511,86.668729,2692.969848
formal-mixed-v1-seed101-rep1-short_prompt,short_prompt,101,1,formal-101-000008,9,9,5,5,53.683805,103.16457,3863.195607
formal-mixed-v1-seed101-rep1-short_prompt,short_prompt,101,1,formal-101-000011,12,12,6,6,51.399051,79.758988,4692.060147
formal-mixed-v1-seed101-rep1-short_prompt,short_prompt,101,1,formal-101-000014,15,15,7,7,50.787935,93.662857,5452.415412
formal-mixed-v1-seed101-rep1-short_prompt,short_prompt,101,1,formal-101-000016,18,18,8,8,53.791231,88.71215,6152.643516
formal-mixed-v1-seed101-rep1-short_prompt,short_prompt,101,1,formal-101-000019,20,20,9,9,25.820322,55.304535,6556.177107
formal-mixed-v1-seed101-rep1-short_prompt,short_prompt,101,1,formal-101-000020,21,21,10,10,54.269264,82.833664,6865.170979
formal-mixed-v1-seed101-rep1-short_prompt,short_prompt,101,1,formal-101-000023,24,24,11,11,51.219033,89.548555,7573.520691
formal-mixed-v1-seed101-rep1-short_prompt,short_prompt,101,1,formal-101-000027,27,27,12,12,47.003139,82.743308,8298.733964
formal-mixed-v1-seed101-rep1-short_prompt,short_prompt,101,1,formal-101-000030,30,30,13,13,53.991375,82.763408,9025.298383
formal-mixed-v1-seed101-rep1-short_prompt,short_prompt,101,1,formal-101-000036,36,36,14,14,56.191065,88.00774,10473.764937
formal-mixed-v1-seed101-rep1-short_prompt,short_prompt,101,1,formal-101-000037,39,39,15,15,48.902495,80.521951,11177.292468
formal-mixed-v1-seed101-rep1-short_prompt,short_prompt,101,1,formal-101-000040,42,42,16,16,50.981106,92.914956,11892.972819
formal-mixed-v1-seed101-rep1-short_prompt,short_prompt,101,1,formal-101-000045,45,45,17,17,53.593731,95.85968,12611.900994
formal-mixed-v1-seed101-rep1-short_prompt,short_prompt,101,1,formal-101-000046,48,48,18,18,52.495869,96.393223,13337.30444
formal-mixed-v1-seed101-rep1-short_prompt,short_prompt,101,1,formal-101-000053,54,54,19,19,51.808447,86.758495,14736.40011
formal-mixed-v1-seed101-rep1-short_prompt,short_prompt,101,1,formal-101-000059,60,60,20,20,682.161225,722.970074,16138.536151
formal-mixed-v1-seed202-rep1-short_prompt,short_prompt,202,1,formal-202-000005,6,6,1,1,54.708444,91.522056,2715.048461
formal-mixed-v1-seed202-rep1-short_prompt,short_prompt,202,1,formal-202-000011,11,11,2,2,30.010027,79.869804,4473.009975
formal-mixed-v1-seed202-rep1-short_prompt,short_prompt,202,1,formal-202-000012,12,12,3,3,60.534649,109.381455,4836.822156
formal-mixed-v1-seed202-rep1-short_prompt,short_prompt,202,1,formal-202-000016,18,18,4,4,51.277885,90.968603,6452.590111
formal-mixed-v1-seed202-rep1-short_prompt,short_prompt,202,1,formal-202-000021,21,21,5,5,54.543189,103.712454,7261.200974
formal-mixed-v1-seed202-rep1-short_prompt,short_prompt,202,1,formal-202-000028,29,29,6,6,27.220854,60.940628,9210.103529
formal-mixed-v1-seed202-rep1-short_prompt,short_prompt,202,1,formal-202-000029,30,30,7,7,55.340105,90.80434,9562.543247
formal-mixed-v1-seed202-rep1-short_prompt,short_prompt,202,1,formal-202-000033,33,33,8,8,54.524111,91.234207,10301.786225
formal-mixed-v1-seed202-rep1-short_prompt,short_prompt,202,1,formal-202-000035,35,35,9,9,27.932848,75.76206,10722.066798
formal-mixed-v1-seed202-rep1-short_prompt,short_prompt,202,1,formal-202-000036,36,36,10,10,55.461744,105.710373,11066.027757
formal-mixed-v1-seed202-rep1-short_prompt,short_prompt,202,1,formal-202-000037,37,37,11,11,0.02616,33.399998,11189.325905
formal-mixed-v1-seed202-rep1-short_prompt,short_prompt,202,1,formal-202-000038,38,38,12,12,27.702544,60.880717,11600.355015
formal-mixed-v1-seed202-rep1-short_prompt,short_prompt,202,1,formal-202-000039,39,39,13,13,55.187161,89.947469,11956.022961
formal-mixed-v1-seed202-rep1-short_prompt,short_prompt,202,1,formal-202-000041,42,42,14,14,55.395141,104.434154,12801.986526
formal-mixed-v1-seed202-rep1-short_prompt,short_prompt,202,1,formal-202-000044,45,45,15,15,54.791881,89.436533,13675.800566
formal-mixed-v1-seed202-rep1-short_prompt,short_prompt,202,1,formal-202-000048,48,48,16,16,60.004899,93.91496,14425.836827
formal-mixed-v1-seed202-rep1-short_prompt,short_prompt,202,1,formal-202-000053,53,53,17,17,27.11054,56.967886,15621.544159
formal-mixed-v1-seed202-rep1-short_prompt,short_prompt,202,1,formal-202-000054,54,54,18,18,56.30799,84.441179,15952.125248
formal-mixed-v1-seed202-rep1-short_prompt,short_prompt,202,1,formal-202-000058,59,59,19,19,475.567638,504.403172,17196.442106
formal-mixed-v1-seed202-rep1-short_prompt,short_prompt,202,1,formal-202-000060,60,60,20,20,839.545498,865.235741,17567.618598
formal-mixed-v1-seed303-rep1-short_prompt,short_prompt,303,1,formal-303-000005,6,6,1,1,53.525755,93.689608,2742.732601
formal-mixed-v1-seed303-rep1-short_prompt,short_prompt,303,1,formal-303-000010,11,11,2,2,25.785558,79.493384,4496.6935
formal-mixed-v1-seed303-rep1-short_prompt,short_prompt,303,1,formal-303-000012,12,12,3,3,56.933335,107.197414,4855.988292
formal-mixed-v1-seed303-rep1-short_prompt,short_prompt,303,1,formal-303-000013,14,14,4,4,29.352113,70.430488,5290.951377
formal-mixed-v1-seed303-rep1-short_prompt,short_prompt,303,1,formal-303-000015,15,15,5,5,63.206025,100.472813,5623.706323
formal-mixed-v1-seed303-rep1-short_prompt,short_prompt,303,1,formal-303-000017,17,17,6,6,26.151734,70.371705,6029.932791
formal-mixed-v1-seed303-rep1-short_prompt,short_prompt,303,1,formal-303-000018,18,18,7,7,53.631619,99.624886,6360.960634
formal-mixed-v1-seed303-rep1-short_prompt,short_prompt,303,1,formal-303-000019,21,21,8,8,51.291289,83.621711,7121.454718
formal-mixed-v1-seed303-rep1-short_prompt,short_prompt,303,1,formal-303-000023,24,24,9,9,53.900221,97.286885,7861.850455
formal-mixed-v1-seed303-rep1-short_prompt,short_prompt,303,1,formal-303-000025,26,26,10,10,25.364188,60.349101,8240.504349
formal-mixed-v1-seed303-rep1-short_prompt,short_prompt,303,1,formal-303-000027,27,27,11,11,55.594503,87.15199,8570.880228
formal-mixed-v1-seed303-rep1-short_prompt,short_prompt,303,1,formal-303-000029,30,30,12,12,57.192147,104.021211,9291.034615
formal-mixed-v1-seed303-rep1-short_prompt,short_prompt,303,1,formal-303-000033,33,33,13,13,51.742589,87.979653,9995.27556
formal-mixed-v1-seed303-rep1-short_prompt,short_prompt,303,1,formal-303-000038,39,39,14,14,54.652941,97.517183,11448.922735
formal-mixed-v1-seed303-rep1-short_prompt,short_prompt,303,1,formal-303-000041,42,42,15,15,55.793688,83.600877,12180.554035
formal-mixed-v1-seed303-rep1-short_prompt,short_prompt,303,1,formal-303-000043,43,43,16,16,0.025471,42.348212,12251.887356
formal-mixed-v1-seed303-rep1-short_prompt,short_prompt,303,1,formal-303-000044,44,44,17,17,25.963694,70.274301,12602.590148
formal-mixed-v1-seed303-rep1-short_prompt,short_prompt,303,1,formal-303-000045,45,45,18,18,53.898593,101.106191,12933.667682
formal-mixed-v1-seed303-rep1-short_prompt,short_prompt,303,1,formal-303-000052,54,54,19,19,52.004521,93.990373,15098.59789
formal-mixed-v1-seed303-rep1-short_prompt,short_prompt,303,1,formal-303-000058,60,60,20,20,851.731511,888.847681,16574.752638
formal-mixed-v1-seed101-rep2-short_prompt,short_prompt,101,2,formal-101-000001,1,1,1,1,0.040386,33.120964,501.462189
formal-mixed-v1-seed101-rep2-short_prompt,short_prompt,101,2,formal-101-000002,2,2,2,2,33.074609,62.864082,987.804725
formal-mixed-v1-seed101-rep2-short_prompt,short_prompt,101,2,formal-101-000003,3,3,3,3,62.815434,92.432757,1460.211275
formal-mixed-v1-seed101-rep2-short_prompt,short_prompt,101,2,formal-101-000006,6,6,4,4,48.340796,92.158173,2660.087694
formal-mixed-v1-seed101-rep2-short_prompt,short_prompt,101,2,formal-101-000008,9,9,5,5,55.537851,100.197734,3848.036501
